internal_sku,cardmarket_id,amount,card_name,set_name,set_code,cn,rarity,rarity_short,lang,is_reverse,rarity_quality,name_es,name_de,name_fr,name_it
512645-0002,512645,1,Galarian Darmanitan VMAX,Vivid Voltage,VIV,187,Secret Rare,SR,ENG,False,normal,Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout]
512645-0001,512645,1,Galarian Darmanitan VMAX,Vivid Voltage,VIV,187,Secret Rare,SR,ESP,False,normal,Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout]
512700-0002,512700,1,Galarian Obstagoon,Vivid Voltage,VIV,198,Secret Rare,SR,ENG,False,normal,Obstagoon de Galar [Obstrucción],Galar-Barrikadax [Abblocker],Ixon de Galar [Blocage],Obstagoon di Galar [Sbarramento]
512700-0001,512700,1,Galarian Obstagoon,Vivid Voltage,VIV,198,Secret Rare,SR,ESP,False,normal,Obstagoon de Galar [Obstrucción],Galar-Barrikadax [Abblocker],Ixon de Galar [Blocage],Obstagoon di Galar [Sbarramento]
512715-0002,512715,1,Hero's Medal,Vivid Voltage,VIV,201,Secret Rare,SR,ENG,False,normal,Insignia de Héroes,Heldenmedaille,Médaille du Héros,Medaglia dell'Eroe
512715-0001,512715,1,Hero's Medal,Vivid Voltage,VIV,201,Secret Rare,SR,ESP,False,normal,Insignia de Héroes,Heldenmedaille,Médaille du Héros,Medaglia dell'Eroe
512685-0002,512685,1,Leon,Vivid Voltage,VIV,195,Secret Rare,SR,ENG,False,normal,Lionel,Delion,Tarak,Dandel
512685-0001,512685,1,Leon,Vivid Voltage,VIV,195,Secret Rare,SR,ESP,False,normal,Lionel,Delion,Tarak,Dandel
512720-0002,512720,1,Memory Capsule,Vivid Voltage,VIV,202,Secret Rare,SR,ENG,False,normal,Cápsula de Memoria,Gedächtniskapsel,Capsule Mémoire,Capsula della Memoria
512720-0001,512720,1,Memory Capsule,Vivid Voltage,VIV,202,Secret Rare,SR,ESP,False,normal,Cápsula de Memoria,Gedächtniskapsel,Capsule Mémoire,Capsula della Memoria
512690-0002,512690,1,Nessa,Vivid Voltage,VIV,196,Secret Rare,SR,ENG,False,normal,Cathy,Kate,Donna,Azzurra
512690-0001,512690,1,Nessa,Vivid Voltage,VIV,196,Secret Rare,SR,ESP,False,normal,Cathy,Kate,Donna,Azzurra
512695-0002,512695,1,Opal,Vivid Voltage,VIV,197,Secret Rare,SR,ENG,False,normal,Sally,Papella,Sally,Poppy
512695-0001,512695,1,Opal,Vivid Voltage,VIV,197,Secret Rare,SR,ESP,False,normal,Sally,Papella,Sally,Poppy
512705-0002,512705,1,Oranguru,Vivid Voltage,VIV,199,Secret Rare,SR,ENG,False,normal,Oranguru [Sabiduría Primate | Zurrar],Kommandutan [Primaten-Weisheit | Verdreschen],Gouroutan [Sagesse du Primate | Assommer],Oranguru [Saggezza del Primate | Bastonata]
512705-0001,512705,1,Oranguru,Vivid Voltage,VIV,199,Secret Rare,SR,ESP,False,normal,Oranguru [Sabiduría Primate | Zurrar],Kommandutan [Primaten-Weisheit | Verdreschen],Gouroutan [Sagesse du Primate | Assommer],Oranguru [Saggezza del Primate | Bastonata]
512640-0002,512640,1,Orbeetle VMAX,Vivid Voltage,VIV,186,Secret Rare,SR,ENG,False,normal,Orbeetle VMAX [Eerie Beam | G-Max Wave],Maritellit VMAX [Eerie Beam | G-Max Wave],Astronelle VMAX [Eerie Beam | G-Max Wave],Orbeetle VMAX [Eerie Beam | G-Max Wave]
512640-0001,512640,1,Orbeetle VMAX,Vivid Voltage,VIV,186,Secret Rare,SR,ESP,False,normal,Orbeetle VMAX [Eerie Beam | G-Max Wave],Maritellit VMAX [Eerie Beam | G-Max Wave],Astronelle VMAX [Eerie Beam | G-Max Wave],Orbeetle VMAX [Eerie Beam | G-Max Wave]
512650-0002,512650,1,Pikachu VMAX,Vivid Voltage,VIV,188,Secret Rare,SR,ENG,False,normal,Pikachu VMAX [Gigaplacaje Eléctrico],Pikachu VMAX [Giga-Volttackle],Pikachu VMAX [Électacle G-Max],Pikachu VMAX [Gigalocomovolt]
512650-0001,512650,1,Pikachu VMAX,Vivid Voltage,VIV,188,Secret Rare,SR,ESP,False,normal,Pikachu VMAX [Gigaplacaje Eléctrico],Pikachu VMAX [Giga-Volttackle],Pikachu VMAX [Électacle G-Max],Pikachu VMAX [Gigalocomovolt]
512725-0002,512725,1,Telescopic Sight,Vivid Voltage,VIV,203,Secret Rare,SR,ENG,False,normal,Visión Telescópica,Teleskopisches Visier,Viseur Téléscopique,Vista Telescopica
512725-0001,512725,1,Telescopic Sight,Vivid Voltage,VIV,203,Secret Rare,SR,ESP,False,normal,Visión Telescópica,Teleskopisches Visier,Viseur Téléscopique,Vista Telescopica
512665-0002,512665,1,Togekiss VMAX,Vivid Voltage,VIV,191,Secret Rare,SR,ENG,False,normal,Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide]
512665-0001,512665,1,Togekiss VMAX,Vivid Voltage,VIV,191,Secret Rare,SR,ESP,False,normal,Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide]
512340-0002,512340,1,Aegislash V,Vivid Voltage,VIV,126,Ultra Rare,UR,ENG,False,mixed_powertools,Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge]
512595-0002,512595,1,Aegislash V,Vivid Voltage,VIV,177,Ultra Rare,UR,ENG,False,mixed_powertools,Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge]
512340-0001,512340,1,Aegislash V,Vivid Voltage,VIV,126,Ultra Rare,UR,ESP,False,mixed_powertools,Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge]
512595-0001,512595,1,Aegislash V,Vivid Voltage,VIV,177,Ultra Rare,UR,ESP,False,mixed_powertools,Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge],Aegislash V [Slash | Sonic Edge]
512345-0002,512345,1,Aegislash VMAX,Vivid Voltage,VIV,127,Ultra Rare,UR,ENG,False,mixed_powertools,Aegislash VMAX [Max Hack],Aegislash VMAX [Max Hack],Aegislash VMAX [Max Hack],Aegislash VMAX [Max Hack]
512345-0001,512345,1,Aegislash VMAX,Vivid Voltage,VIV,127,Ultra Rare,UR,ESP,False,mixed_powertools,Aegislash VMAX [Max Hack],Aegislash VMAX [Max Hack],Aegislash VMAX [Max Hack],Aegislash VMAX [Max Hack]
512570-0002,512570,1,Alakazam V,Vivid Voltage,VIV,172,Ultra Rare,UR,ENG,False,mixed_powertools,Alakazam V [Zen Spoon | Mind Ruler],Alakazam V [Zen Spoon | Mind Ruler],Alakazam V [Zen Spoon | Mind Ruler],Alakazam V [Zen Spoon | Mind Ruler]
512570-0001,512570,1,Alakazam V,Vivid Voltage,VIV,172,Ultra Rare,UR,ESP,False,mixed_powertools,Alakazam V [Zen Spoon | Mind Ruler],Alakazam V [Zen Spoon | Mind Ruler],Alakazam V [Zen Spoon | Mind Ruler],Alakazam V [Zen Spoon | Mind Ruler]
512605-0002,512605,1,Allister,Vivid Voltage,VIV,179,Ultra Rare,UR,ENG,False,mixed_powertools,Alistair,Nio,Alistair,Onion
512605-0001,512605,1,Allister,Vivid Voltage,VIV,179,Ultra Rare,UR,ESP,False,mixed_powertools,Alistair,Nio,Alistair,Onion
511665-0002,511665,1,Ampharos V,Vivid Voltage,VIV,49,Ultra Rare,UR,ENG,False,mixed_powertools,Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark]
512565-0002,512565,1,Ampharos V,Vivid Voltage,VIV,171,Ultra Rare,UR,ENG,False,mixed_powertools,Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark]
511665-0001,511665,1,Ampharos V,Vivid Voltage,VIV,49,Ultra Rare,UR,ESP,False,mixed_powertools,Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark]
512565-0001,512565,1,Ampharos V,Vivid Voltage,VIV,171,Ultra Rare,UR,ESP,False,mixed_powertools,Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark],Ampharos V [Dazzle Blast | Damaging Spark]
512610-0002,512610,1,Bea,Vivid Voltage,VIV,180,Ultra Rare,UR,ENG,False,mixed_powertools,Judith,Saida,Faïza,Fabia
512610-0001,512610,1,Bea,Vivid Voltage,VIV,180,Ultra Rare,UR,ESP,False,mixed_powertools,Judith,Saida,Faïza,Fabia
512615-0002,512615,1,Beauty,Vivid Voltage,VIV,181,Ultra Rare,UR,ENG,False,mixed_powertools,Modelo,Schönheit,Canon,Bellezza
512615-0001,512615,1,Beauty,Vivid Voltage,VIV,181,Ultra Rare,UR,ESP,False,mixed_powertools,Modelo,Schönheit,Canon,Bellezza
511910-0002,511910,1,Coalossal V,Vivid Voltage,VIV,98,Ultra Rare,UR,ENG,False,mixed_powertools,Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush]
512575-0002,512575,1,Coalossal V,Vivid Voltage,VIV,173,Ultra Rare,UR,ENG,False,mixed_powertools,Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush]
511910-0001,511910,1,Coalossal V,Vivid Voltage,VIV,98,Ultra Rare,UR,ESP,False,mixed_powertools,Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush]
512575-0001,512575,1,Coalossal V,Vivid Voltage,VIV,173,Ultra Rare,UR,ESP,False,mixed_powertools,Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush],Coalossal V [Searing Flame | Boulder Crush]
511915-0002,511915,1,Coalossal VMAX,Vivid Voltage,VIV,99,Ultra Rare,UR,ENG,False,mixed_powertools,Coalossal VMAX [Eruption Shot | G-Max Boulder],Coalossal VMAX [Eruption Shot | G-Max Boulder],Coalossal VMAX [Eruption Shot | G-Max Boulder],Coalossal VMAX [Eruption Shot | G-Max Boulder]
511915-0001,511915,1,Coalossal VMAX,Vivid Voltage,VIV,99,Ultra Rare,UR,ESP,False,mixed_powertools,Coalossal VMAX [Eruption Shot | G-Max Boulder],Coalossal VMAX [Eruption Shot | G-Max Boulder],Coalossal VMAX [Eruption Shot | G-Max Boulder],Coalossal VMAX [Eruption Shot | G-Max Boulder]
511950-0002,511950,1,Drapion V,Vivid Voltage,VIV,106,Ultra Rare,UR,ENG,False,mixed_powertools,Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws]
512585-0002,512585,1,Drapion V,Vivid Voltage,VIV,175,Ultra Rare,UR,ENG,False,mixed_powertools,Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws]
511950-0001,511950,1,Drapion V,Vivid Voltage,VIV,106,Ultra Rare,UR,ESP,False,mixed_powertools,Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws]
512585-0001,512585,1,Drapion V,Vivid Voltage,VIV,175,Ultra Rare,UR,ESP,False,mixed_powertools,Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws],Drapion V [Wrack Down | Hazardous Claws]
511600-0002,511600,1,Galarian Darmanitan V,Vivid Voltage,VIV,36,Ultra Rare,UR,ENG,False,mixed_powertools,Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice]
512555-0002,512555,1,Galarian Darmanitan V,Vivid Voltage,VIV,169,Ultra Rare,UR,ENG,False,mixed_powertools,Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice]
511600-0001,511600,1,Galarian Darmanitan V,Vivid Voltage,VIV,36,Ultra Rare,UR,ESP,False,mixed_powertools,Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice]
512555-0001,512555,1,Galarian Darmanitan V,Vivid Voltage,VIV,169,Ultra Rare,UR,ESP,False,mixed_powertools,Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice],Galarian Darmanitan V [Freezing Headbutt | Frozen Slice]
511605-0002,511605,1,Galarian Darmanitan VMAX,Vivid Voltage,VIV,37,Ultra Rare,UR,ENG,False,mixed_powertools,Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout]
511605-0001,511605,1,Galarian Darmanitan VMAX,Vivid Voltage,VIV,37,Ultra Rare,UR,ESP,False,mixed_powertools,Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout],Galarian Darmanitan VMAX [Max Whiteout]
512580-0002,512580,1,Galarian Sirfetch'd V,Vivid Voltage,VIV,174,Ultra Rare,UR,ENG,False,mixed_powertools,Galarian Sirfetch'd V [Resolute Spear | Meteor Smash],Galarian Sirfetch'd V [Resolute Spear | Meteor Smash],Galarian Sirfetch'd V [Resolute Spear | Meteor Smash],Galarian Sirfetch'd V [Resolute Spear | Meteor Smash]
512580-0001,512580,1,Galarian Sirfetch'd V,Vivid Voltage,VIV,174,Ultra Rare,UR,ESP,False,mixed_powertools,Galarian Sirfetch'd V [Resolute Spear | Meteor Smash],Galarian Sirfetch'd V [Resolute Spear | Meteor Smash],Galarian Sirfetch'd V [Resolute Spear | Meteor Smash],Galarian Sirfetch'd V [Resolute Spear | Meteor Smash]
512620-0002,512620,1,Leon,Vivid Voltage,VIV,182,Ultra Rare,UR,ENG,False,mixed_powertools,Lionel,Delion,Tarak,Dandel
512620-0001,512620,1,Leon,Vivid Voltage,VIV,182,Ultra Rare,UR,ESP,False,mixed_powertools,Lionel,Delion,Tarak,Dandel
512625-0002,512625,1,Nessa,Vivid Voltage,VIV,183,Ultra Rare,UR,ENG,False,mixed_powertools,Cathy,Kate,Donna,Azzurra
512625-0001,512625,1,Nessa,Vivid Voltage,VIV,183,Ultra Rare,UR,ESP,False,mixed_powertools,Cathy,Kate,Donna,Azzurra
512630-0002,512630,1,Opal,Vivid Voltage,VIV,184,Ultra Rare,UR,ENG,False,mixed_powertools,Sally,Papella,Sally,Poppy
512630-0001,512630,1,Opal,Vivid Voltage,VIV,184,Ultra Rare,UR,ESP,False,mixed_powertools,Sally,Papella,Sally,Poppy
511520-0002,511520,1,Orbeetle V,Vivid Voltage,VIV,20,Ultra Rare,UR,ENG,False,mixed_powertools,Orbeetle V [Strafe | Mysterious Wave],Maritellit V [Strafe | Mysterious Wave],Astronelle V [Strafe | Mysterious Wave],Orbeetle V [Strafe | Mysterious Wave]
512540-0002,512540,1,Orbeetle V,Vivid Voltage,VIV,166,Ultra Rare,UR,ENG,False,mixed_powertools,Orbeetle V [Strafe | Mysterious Wave],Maritellit V [Strafe | Mysterious Wave],Astronelle V [Strafe | Mysterious Wave],Orbeetle V [Strafe | Mysterious Wave]
511520-0001,511520,1,Orbeetle V,Vivid Voltage,VIV,20,Ultra Rare,UR,ESP,False,mixed_powertools,Orbeetle V [Strafe | Mysterious Wave],Maritellit V [Strafe | Mysterious Wave],Astronelle V [Strafe | Mysterious Wave],Orbeetle V [Strafe | Mysterious Wave]
512540-0001,512540,1,Orbeetle V,Vivid Voltage,VIV,166,Ultra Rare,UR,ESP,False,mixed_powertools,Orbeetle V [Strafe | Mysterious Wave],Maritellit V [Strafe | Mysterious Wave],Astronelle V [Strafe | Mysterious Wave],Orbeetle V [Strafe | Mysterious Wave]
511525-0002,511525,1,Orbeetle VMAX,Vivid Voltage,VIV,21,Ultra Rare,UR,ENG,False,mixed_powertools,Orbeetle VMAX [Eerie Beam | G-Max Wave],Maritellit VMAX [Eerie Beam | G-Max Wave],Astronelle VMAX [Eerie Beam | G-Max Wave],Orbeetle VMAX [Eerie Beam | G-Max Wave]
511525-0001,511525,1,Orbeetle VMAX,Vivid Voltage,VIV,21,Ultra Rare,UR,ESP,False,mixed_powertools,Orbeetle VMAX [Eerie Beam | G-Max Wave],Maritellit VMAX [Eerie Beam | G-Max Wave],Astronelle VMAX [Eerie Beam | G-Max Wave],Orbeetle VMAX [Eerie Beam | G-Max Wave]
511635-0002,511635,1,Pikachu V,Vivid Voltage,VIV,43,Ultra Rare,UR,ENG,False,mixed_powertools,Pikachu V [Carga | Rayo],Pikachu V [Ladevorgang | Donnerblitz],Pikachu V [Chargeur | Tonerre],Pikachu V [Sottocarica | Fulmine]
512560-0002,512560,1,Pikachu V,Vivid Voltage,VIV,170,Ultra Rare,UR,ENG,False,mixed_powertools,Pikachu V [Carga | Rayo],Pikachu V [Ladevorgang | Donnerblitz],Pikachu V [Chargeur | Tonerre],Pikachu V [Sottocarica | Fulmine]
511635-0001,511635,1,Pikachu V,Vivid Voltage,VIV,43,Ultra Rare,UR,ESP,False,mixed_powertools,Pikachu V [Carga | Rayo],Pikachu V [Ladevorgang | Donnerblitz],Pikachu V [Chargeur | Tonerre],Pikachu V [Sottocarica | Fulmine]
512560-0001,512560,1,Pikachu V,Vivid Voltage,VIV,170,Ultra Rare,UR,ESP,False,mixed_powertools,Pikachu V [Carga | Rayo],Pikachu V [Ladevorgang | Donnerblitz],Pikachu V [Chargeur | Tonerre],Pikachu V [Sottocarica | Fulmine]
511640-0002,511640,1,Pikachu VMAX,Vivid Voltage,VIV,44,Ultra Rare,UR,ENG,False,mixed_powertools,Pikachu VMAX [Gigaplacaje Eléctrico],Pikachu VMAX [Giga-Volttackle],Pikachu VMAX [Électacle G-Max],Pikachu VMAX [Gigalocomovolt]
511640-0001,511640,1,Pikachu VMAX,Vivid Voltage,VIV,44,Ultra Rare,UR,ESP,False,mixed_powertools,Pikachu VMAX [Gigaplacaje Eléctrico],Pikachu VMAX [Giga-Volttackle],Pikachu VMAX [Électacle G-Max],Pikachu VMAX [Gigalocomovolt]
512635-0002,512635,1,Pokémon Center Lady,Vivid Voltage,VIV,185,Ultra Rare,UR,ENG,False,mixed_powertools,Chica del Centro Pokémon,Pokémon-Center-Dame,Dame du Centre Pokémon,Addetta del Centro Pokémon
512635-0001,512635,1,Pokémon Center Lady,Vivid Voltage,VIV,185,Ultra Rare,UR,ESP,False,mixed_powertools,Chica del Centro Pokémon,Pokémon-Center-Dame,Dame du Centre Pokémon,Addetta del Centro Pokémon
512285-0002,512285,1,Steelix V,Vivid Voltage,VIV,115,Ultra Rare,UR,ENG,False,mixed_powertools,Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle]
512590-0002,512590,1,Steelix V,Vivid Voltage,VIV,176,Ultra Rare,UR,ENG,False,mixed_powertools,Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle]
512285-0001,512285,1,Steelix V,Vivid Voltage,VIV,115,Ultra Rare,UR,ESP,False,mixed_powertools,Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle]
512590-0001,512590,1,Steelix V,Vivid Voltage,VIV,176,Ultra Rare,UR,ESP,False,mixed_powertools,Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle],Steelix V [Raging Hammer | Iron Tackle]
511565-0002,511565,1,Talonflame V,Vivid Voltage,VIV,29,Ultra Rare,UR,ENG,False,mixed_powertools,Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing]
512550-0002,512550,1,Talonflame V,Vivid Voltage,VIV,168,Ultra Rare,UR,ENG,False,mixed_powertools,Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing]
511565-0001,511565,1,Talonflame V,Vivid Voltage,VIV,29,Ultra Rare,UR,ESP,False,mixed_powertools,Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing]
512550-0001,512550,1,Talonflame V,Vivid Voltage,VIV,168,Ultra Rare,UR,ESP,False,mixed_powertools,Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing],Talonflame V [Fast Flight | Bright Wing]
512410-0002,512410,1,Togekiss V,Vivid Voltage,VIV,140,Ultra Rare,UR,ENG,False,mixed_powertools,Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing]
512600-0002,512600,1,Togekiss V,Vivid Voltage,VIV,178,Ultra Rare,UR,ENG,False,mixed_powertools,Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing]
512410-0001,512410,1,Togekiss V,Vivid Voltage,VIV,140,Ultra Rare,UR,ESP,False,mixed_powertools,Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing]
512600-0001,512600,1,Togekiss V,Vivid Voltage,VIV,178,Ultra Rare,UR,ESP,False,mixed_powertools,Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing],Togekiss V [White Wind | Speed Wing]
512415-0002,512415,1,Togekiss VMAX,Vivid Voltage,VIV,141,Ultra Rare,UR,ENG,False,mixed_powertools,Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide]
512415-0001,512415,1,Togekiss VMAX,Vivid Voltage,VIV,141,Ultra Rare,UR,ESP,False,mixed_powertools,Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide],Togekiss VMAX [MAX Glide]
511530-0002,511530,1,Zarude V,Vivid Voltage,VIV,22,Ultra Rare,UR,ENG,False,mixed_powertools,Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising]
512545-0002,512545,1,Zarude V,Vivid Voltage,VIV,167,Ultra Rare,UR,ENG,False,mixed_powertools,Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising]
511530-0001,511530,1,Zarude V,Vivid Voltage,VIV,22,Ultra Rare,UR,ESP,False,mixed_powertools,Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising]
512545-0001,512545,1,Zarude V,Vivid Voltage,VIV,167,Ultra Rare,UR,ESP,False,mixed_powertools,Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising],Zarude V [Bind Down | Jungle Rising]
836042-0002,836042,1,Bouffalant ex,White Flare,WHT,077,Double Rare,RR,ENG,False,normal,Bouffalant ex [Bouffer | Gold Breaker],Bisofank ex [Bouffer | Gold Breaker],Frison ex [Bouffer | Gold Breaker],Bouffalant ex [Bouffer | Gold Breaker]
836042-0001,836042,1,Bouffalant ex,White Flare,WHT,077,Double Rare,RR,ESP,False,normal,Bouffalant ex [Bouffer | Gold Breaker],Bisofank ex [Bouffer | Gold Breaker],Frison ex [Bouffer | Gold Breaker],Bouffalant ex [Bouffer | Gold Breaker]
836027-0002,836027,1,Hydreigon ex,White Flare,WHT,067,Double Rare,RR,ENG,False,normal,Hydreigon ex [Greed Eater | Dark Bite],Trikephalo ex [Greed Eater | Dark Bite],Trioxhydre ex [Greed Eater | Dark Bite],Hydreigon ex [Greed Eater | Dark Bite]
836027-0001,836027,1,Hydreigon ex,White Flare,WHT,067,Double Rare,RR,ESP,False,normal,Hydreigon ex [Greed Eater | Dark Bite],Trikephalo ex [Greed Eater | Dark Bite],Trioxhydre ex [Greed Eater | Dark Bite],Hydreigon ex [Greed Eater | Dark Bite]
835962-0002,835962,1,Keldeo ex,White Flare,WHT,030,Double Rare,RR,ENG,False,normal,Keldeo ex [Gale Thrust | Sonic Edge],Keldeo ex [Gale Thrust | Sonic Edge],Keldeo ex [Gale Thrust | Sonic Edge],Keldeo ex [Gale Thrust | Sonic Edge]
835962-0001,835962,1,Keldeo ex,White Flare,WHT,030,Double Rare,RR,ESP,False,normal,Keldeo ex [Gale Thrust | Sonic Edge],Keldeo ex [Gale Thrust | Sonic Edge],Keldeo ex [Gale Thrust | Sonic Edge],Keldeo ex [Gale Thrust | Sonic Edge]
835938-0002,835938,1,Reshiram ex,White Flare,WHT,020,Double Rare,RR,ENG,False,normal,Reshiram ex [Slash | Blazing Burst],Reshiram ex [Slash | Blazing Burst],Reshiram ex [Slash | Blazing Burst],Reshiram ex [Slash | Blazing Burst]
835938-0001,835938,1,Reshiram ex,White Flare,WHT,020,Double Rare,RR,ESP,False,normal,Reshiram ex [Slash | Blazing Burst],Reshiram ex [Slash | Blazing Burst],Reshiram ex [Slash | Blazing Burst],Reshiram ex [Slash | Blazing Burst]
